,atel_num,Sentence,label
10,11140,"The discovery and reference images are available at:   MASTER OT J103830.90-640119.4 detection - OT, ampl>4m MASTER-OAFA auto-detection system discovered OT source at (RA, Dec) = 10h 38m 30.90s -64d 01m 19.4s on 2017-12-28.11745 UT.",1.0
11,11143,"UVW2 16.78 0.06 UVM2 16.55 0.09 UVW1 16.49 0.07 U 16.52 0.07 B 17.57 0.09 V 17.39 0.14 We also use the UVOT images to measure the position of OGLE17jei: 03:14:11.94 -71:12:25.5 +/-0.1"" J2000 which is 1.1"" from the reported position of the host galaxy.",1.0
12,11146,"<span style=""font-size: 12px""> Name | RA (J2000)| Dec (J2000)|Discovery |Discovery|Spectrum |Redshift| Type | Phase |Notes | | |Date (UT) |Mag (r) |Date (UT) | | | | DES17C1azd |03:36:06.21|-27:44:45.7 |2017 Oct 01| 23.0 |2017 Oct 21| 0.338 | SNIa | max | a DES17X2blx |02:19:21.11|-06:19:46.0 |2017 Oct 09| 22.3 |2017 Oct 21| 0.344 | SNIa | max | a DES17E2bmb |00:36:25.86|-43:47:13.3 |2017 Oct 09| 22.4 |2017 Oct 21| 0.44 | SNIa | near-max | DES17X2bmp |02:23:20.76|-06:23:24.6 |2017 Oct 09| 22.6 |2017 Oct 21| 0.466 | SNIa?",2.0
13,11146,| +1 week | a DES17E2boo |00:38:34.60|-44:07:13.2 |2017 Oct 09| 22.7 |2017 Oct 21| 0.288 | SNIa | near-max | a DES17S2bop |02:43:16.15|-00:22:12.5 |2017 Oct 12| 22.1 |2017 Oct 21| 0.385 | SNIa | near-max | DES17S2bph |02:47:45.34|-00:30:30.4 |2016 Oct 12| 22.6 |2017 Oct 21| 0.362 | SNIa?,2.0
14,11146,| near-max | a DES17X1gd |02:19:58.44|-04:21:10.4 |2017 Aug 20| 22.2 |2017 Oct 22| 0.189 | SNII?,2.0
15,11146,| post-max | a DES17C3dw |03:28:17.51|-28:10:00.5 |2017 Aug 21| 23.0 |2017 Oct 22| 0.170 | SNII | post-max | DES17E2sp |00:36:20.54|-44:32:21.9 |2017 Aug 28| 23.3 |2017 Oct 22| 0.312 | SNIa | +1 month | a DES17X1alj |02:20:05.40|-04:09:40.2 |2017 Sep 11| 22.3 |2017 Oct 22| 0.240 | SNIa?,2.0
16,11146,"| +3 weeks | a DES17X1aow |02:15:21.48|-04:58:37.3 |2017 Sep 18| 22.1 |2017 Oct 22| 0.139 | SNII | post-max | a DES17X1axb |02:17:48.73|-04:33:55.5 |2017 Sep 22| 22.5 |2017 Oct 22| 0.139 | SNII | +10 days | a DES17X1ayb |02:17:23.36|-04:14:14.6 |2017 Sep 22| 22.9 |2017 Oct 22| 0.292 | SNIa | +2 weeks | a DES17E1axa |00:33:55.19|-42:05:37.8 |2017 Sep 24| 22.1 |2017 Oct 22| 0.237 | SNIa | +2 weeks | a DES17C3biz |03:29:53.83|-27:37:02.2 |2017 Oct 09| 23.9 |2017 Oct 22| 0.230 | SNIa | pre-max | a DES17E1bmf |00:33:17.31|-43:57:06.0 |2017 Oct 09| 23.7 |2017 Oct 22| 0.566 | SNIa | near-max | a DES17X1boi |02:19:30.78|-05:20:09.2 |2017 Oct 09| 23.1 |2017 Oct 22| 0.565 | SNIa | near-max | DES17E2bro |00:35:24.06|-43:34:32.9 |2017 Oct 09| 24.3 |2017 Oct 22| 0.223 | SNIa | -1 week | a DES17E1byv |00:27:51.90|-42:53:03.9 |2017 Oct 13| 23.0 |2017 Oct 22| 0.378 | SNIa | pre-max | a DES17S2als |02:44:00.75|-01:08:26.4 |2017 Sep 13| 21.6 |2017 Oct 23| 0.388 | SNIa | +1 month | a, b DES17X3btv |02:26:38.19|-04:28:52.7 |2017 Sep 22| 25.0 |2017 Oct 23| 0.407 | SNIa | near-max | a DES17X3bhi |02:24:47.75|-05:12:34.7 |2017 Oct 09| 22.6 |2017 Oct 23| 0.39 | SNIa | -1 week | DES17E2bhj |00:39:46.71|-43:58:33.8 |2017 Oct 09| 23.0 |2017 Oct 23| 0.186 | SNII?",2.0
17,11146,| post-max | a DES17S2byx |02:45:16.88|-00:46:19.6 |2017 Oct 12| 24.0 |2017 Oct 23| 0.310 | SNIa?,2.0
18,11147,"<span style=""font-size: 12px""> Name | RA (J2000)| Dec (J2000)|Discovery |Discovery|Spectrum |Redshift| Type | Phase |Notes | | |Date (UT) |Mag (r) |Date (UT) | | | | DES17C1ald |03:38:36.73|-27:39:43.1 |2017 Sep 11| 22.1 |2017 Oct 17| 0.131 | SNIa | post-max | a, c DES17C1ayc |03:35:06.40|-27:18:06.5 |2017 Sep 22| 22.4 |2017 Oct 17| 0.435 | SNIa | +2 weeks | DES17C3aye |03:27:10.82|-27:41:54.9 |2017 Sep 24| 22.0 |2017 Oct 17| 0.157 | SNII | post-max | a DES17C1bat |03:34:34.89|-26:44:52.9 |2017 Oct 01| 22.1 |2017 Oct 17| 0.197 | SNIa | +2 weeks | a DES17C3bei |03:32:46.24|-27:57:45.9 |2017 Oct 01| 22.1 |2017 Oct 17| 0.103 | SNII | near-max | a DES17C3blq |03:31:36.10|-27:56:45.2 |2017 Oct 09| 22.7 |2017 Oct 17| 0.511 | SNIa?",2.0
19,11147,| max | a DES17C1bql |03:36:26.37|-27:41:53.0 |2017 Oct 09| 21.5 |2017 Oct 17| 0.195 | SNIa | -1 week | a DES17S1lu |02:51:58.18|-00:54:30.2 |2017 Aug 20| 21.4 |2017 Oct 18| 0.084 | SNII | post-max | a DES17C2ou |03:37:55.54|-29:56:26.6 |2017 Aug 23| 19.6 |2017 Oct 18| 0.103 | SNIa |+2 months | a DES17C2pf |03:34:10.08|-28:46:52.8 |2017 Aug 28| 22.8 |2017 Oct 18| 0.135 | SNII | post-max | b DES17C2acb |03:38:21.81|-28:53:07.4 |2017 Sep 10| 21.6 |2017 Oct 18| 0.35 | SNIa?,2.0
20,11147,| +2 weeks | b DES17S1bch |02:52:55.03|+00:10:59.8 |2017 Sep 18| 22.1 |2017 Oct 18| 0.136 | SNIa | max | a DES17S1aya |02:53:25.37|+00:43:57.1 |2017 Sep 24| 25.3 |2017 Oct 18| 0.306 | SNIa?,2.0
21,11147,| pre-max | a DES17E1beg |00:34:31.93|-42:53:36.5 |2017 Sep 28| 22.4 |2017 Oct 18| 0.222 | SNIa | +1 week | a DES17E1bis |00:31:07.72|-43:27:54.3 |2017 Oct 09| 21.7 |2017 Oct 18| 0.251 | SNIa | +1 week | a DES17S1bof |02:52:17.04|+00:53:09.6 |2017 Oct 09| 22.3 |2017 Oct 18| 0.226 | SNIa | pre-max | a DES17E1bqq |00:34:07.53|-42:58:27.9 |2017 Oct 09| 22.7 |2017 Oct 18| 0.463 | SNIa | max | a DES17C2bqz |03:36:55.74|-28:28:30.7 |2017 Oct 09| 23.6 |2017 Oct 18| 0.610 | SNIa?,2.0
22,11147,| near-max | a DES17E1bud |00:26:53.46|-43:09:20.2 |2017 Oct 09| 23.0 |2017 Oct 18| 0.552 | SNIa?,2.0
23,11147,| near-max | a DES17X2ls |02:22:16.68|-06:49:43.0 |2017 Aug 20| 23.2 |2017 Oct 21| 0.252 | SNII?,2.0
24,11147,| post-max | a DES17S2lg |02:47:33.92|-01:06:58.1 |2016 Aug 20| 22.2 |2017 Oct 21| 0.339 | SNIa?,2.0
25,11147,| +1 month | a DES17S2oo |02:45:13.92|-01:15:50.6 |2017 Aug 20| 23.2 |2017 Oct 21| 0.23 | SNII | post-max | b DES17X2agh |02:25:41.06|-06:42:17.7 |2017 Sep 13| 22.3 |2017 Oct 21| 0.306 | SNIa?,2.0
26,11147,| +2 weeks | a DES17X2alq |02:24:03.62|-06:16:15.7 |2017 Sep 13| 22.7 |2017 Oct 21| 0.38 | SNIa?,2.0
27,11147,| +2 weeks | b DES17E2arn |00:37:39.01|-43:18:51.2 |2017 Sep 17| 23.1 |2017 Oct 21| 0.38 | SNIa | +2 weeks | DES17X2bfi |02:24:25.12|-05:58:05.4 |2017 Sep 29| 23.0 |2017 Oct 21| 0.34 | SNIa | pre-max | a).,2.0
28,11148,"<span style=""font-size: 12px""> Name | RA (J2000)| Dec (J2000)|Discovery |Discovery|Spectrum |Redshift| Type | Phase |Notes | | |Date (UT) |Mag (r) |Date (UT) | | | | DES17C1cpv |03:41:12.91|-26:52:30.2 |2017 Oct 26| 21.2 |2017 Nov 16| 0.19 | SNIa | +1 week | DES17C3doq |03:33:16.41|-27:41:49.3 |2017 Oct 30| 23.4 |2017 Nov 16| 0.320 | SNIa | at max | a DES17E1dgn |00:29:33.59|-43:14:23.9 |2017 Nov 06| 22.2 |2017 Nov 16| 0.453 | SNIa | near-max | a DES17X3dub |02:25:43.70|-04:53:54.7 |2017 Nov 06| 23.8 |2017 Nov 16| 0.123 | SNII | near-max | a DES17X1amf |02:17:46.70|-05:36:01.0 |2017 Sep 18| 23.1 |2017 Nov 19| 0.92 | SLSN-I | near-max | b DES17X1cuy |02:16:36.19|-05:10:55.4 |2017 Oct 25| 22.9 |2017 Nov 19| 0.55 | SNIa?",2.0
29,11148,| +1 week | DES17X1diq |02:15:33.86|-04:29:10.5 |2017 Nov 06| 22.9 |2017 Nov 19| 0.625 | SNIa?,2.0
30,11148,| near-max | a DES17X1dwi |02:19:53.44|-04:08:51.8 |2017 Nov 06| 22.1 |2017 Nov 19| 0.252 | SNIa | at max | a DES17X2dwm |02:22:11.07|-06:30:56.9 |2017 Nov 06| 22.6 |2017 Nov 19| 0.300 | SNIa | near-max | a DES17X1dyt |02:19:22.26|-04:09:28.5 |2017 Nov 06| 23.9 |2017 Nov 19| 0.33 | SNIa | -1 week | DES17C3dxw |03:29:58.87|-27:55:38.7 |2017 Oct 30| 24.0 |2017 Nov 20| 0.622 | SNIa?,2.0
31,11148,| near-max | a DES17S2ebs |02:41:15.15|-01:04:15.6 |2017 Nov 13| 22.2 |2017 Nov 20| 0.304 | SNIa | at max | a DES17S1emx |02:49:30.96|+00:15:49.8 |2017 Nov 13| 23.5 |2017 Nov 20| 0.185 | SNIa?,2.0
32,11150,"<span style=""font-size: 12px""> Name | RA (J2000)| Dec (J2000)|Discovery |Discovery|Spectrum |Redshift| Type | Phase |Notes | | |Date (UT) |Mag (r) |Date (UT) | | | | DES17X1amf |02:17:46.70|-05:36:01.0 |2017 Sep 18| 23.1 |2017 Nov 10| 0.92 | SLSN-I | near-max | b DES17C1bzd |03:39:07.80|-26:11:28.9 |2017 Oct 13| 21.1 |2017 Nov 10| 0.1199 | SNIIb | pre-max | a DES17X2cvc |02:24:15.00|-06:54:53.2 |2017 Oct 25| 22.3 |2017 Nov 10| 0.3238 | SNIa | near-max | a DES17E1ckd |00:32:40.00|-42:42:38.4 |2017 Oct 18| 23.5 |2017 Nov 11| 0.513 | SNIa?",2.0
33,11150,| near-max | a DES17S2cud |02:45:34.37|-01:11:31.4 |2017 Oct 25| 22.9 |2017 Nov 11| 0.5124 | SNIa?,2.0
34,11151,"<span style=""font-size: 12px""> Name | RA (J2000)| Dec (J2000)|Discovery |Discovery|Spectrum |Redshift| Type | Phase |Notes | | |Date (UT) |Mag (r) |Date (UT) | | | | DES17C1ffz |03:35:52.08|-26:59:29.6 |2017 Nov 13| 23.7 |2017 Dec 08| 0.0905 | SNIb/c | near-max | a DES17C2fnw |03:33:49.48|-29:36:37.6 |2017 Nov 24| 22.9 |2017 Dec 06| 0.16 | SNIa?",2.0
35,11160,"Date | Source | Disc Mag | z | Type | Phase | Notes AT2018ec | SN2018ec | 10 27 50.77 | -43 54 06.3 | 20180103 | Sunbird/TNS | 15.1 | 0.009 | Ic | > +20d | (1,2) ATLAS17nyv | SN2017jir | 12 12 07.55 | -40 30 19.4 | 20171216 | ATLAS | 18.5 | 0.03 | Ia | +11d to +20d | (3) ASASSN-18aa | SN2018bg | 05 11 47.86 | -40 11 44.1 | 20180107 | ASAS-SN | 16.5 | 0.03 | Ia | +0d to +7d | (3,4) Gaia18acr | SN2018eh | 09 32 03.05 | -24 48 56.5 | 20180109 | GaiaAlerts | 18.6 | 0.06 | Ia | -7d to -4d | (3) (1) Strongly affected by host contamination, and roughly 3 to 4 mag of extinction in the V band (based on SED comparisons with other SNe Ic).<br /> (2) Host galaxy redshift from NED.<br /> (3) Redshift from SNID.<br /> (4) Reasonable matches are obtained with normal SNe Ia around maximum light up to ~1 week after maximum light.<br />",2.0
36,11165,"MASTER OT J030057.16-662523.1 discovery - ampl>2.8m MASTER-SAAO auto-detection system ( Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L ) discovered OT source at (RA, Dec) = 03h 00m 57.16s -66d 25m 23.1s on 2018-01-11.89176 UT.",1.0
37,11165,The OT is seen in 20 images on 2018-01-10 19:48:11.705-19:59:41.674UT; 2018-01-11 19:29:47.604- 19:40:52.582UT; 2018-01-13 20:11:50.703-20:22:58.955UTUT.,0.0
38,11168,Survey Name | IAI Name | Discovery date (UT) | Discovery mag | Observation (UT) | Type | z | Notes| | AT2018eq | 2018-01-12 17:22:33 | 17.8 (unfiltered)|2018–01-13 18:20:00 | CV | Galactic | (1) | PS18bq | SN2018bi | 2018-01-07 19:45:07 | 17.1 (unfiltered)|2018-01-13 19:30:00 | Ia | 0.01668 | (2) | Gaia18aak | AT2018C | 2018-01-01 03:30:14 | 16.84 (G-Gaia) |2018-01-13 21:30:00 | CV | Galactic | (3) | (1) The spectrum shows a blue continuum with the Balmer emission lines at rest wavelength.,1.0
39,11169,"Name | IAU Name | RA (J2000) | Dec (J2000) | z | Type | Phase | Notes PS18ej | AT2018fy | 09:53:20.04 | -18:25:09.30 | 0.012 | II | | ASASSN-18an | AT2018gl | 09:58:06.25 | +10:21:33.84 | 0.018 | Ia | -4 d | (1) Notes: When the redshift is given to 2 decimal places, it is derived from the SN spectrum.",2.0
40,11170,"Name | IAU Name | RA (J2000) | Dec (J2000) | z | Type | Phase | Notes PS17fvd | AT2017jmj | 10:43:50.40 | +06:45:54.50 | 0.028 | Ic | | (1) PS18bq | AT2018bi | 02:19:53.28 | +29:02:02.70 | 0.017 | Ia | +1 d | (2) ASASSN-18af | AT2018bs | 03:23:20.74 | -22:06:59.47 | 0.07 | Ia | -2 d | ASASSN-18al | AT2018ep | 11:22:40.65 | +12:01:31.37 | 0.040 | Ia | +5 d | (3) Notes: When the redshift is given to 2 decimal places, it is derived from the SN spectrum.",2.0
41,11171,"Date | Source | Disc Mag | z | Type | Phase | Notes ASASSN-17ru | SN2017jyq | 03 10 33.79 | -43 29 34.4 | 20171223 | ASAS-SN | 17.8 | 0.04 | Ia | +11 to +20 | (1) OGLE18dz | SN2018dz | 01 12 05.05 | -69 04 59.9 | 20180104 | OGLE | 17.8 | 0.02 | II | 2 weeks | (1,2) Gaia18abp | SN2018bl | 08 24 11.59 | -77 47 16.6 | 20180106 | GaiaAlerts | 16.8 | 0.018 | II | 2 to 3 weeks | ASASSN-18al | SN2018ep | 11 22 40.65 | +12 01 31.3 | 20180112 | ASAS-SN | 17.1 | 0.040 | Ia | +0 to +7 | (3) (1) Redshift from SNID.<br /> (2) Also discovered on 20180108 by GaiaAlerts as Gaia18acg.<br /> (3) Redshift from host-galaxy Halpha emission.<br />",2.0
42,11173,"Using MAXI/GSC 4-10 keV data of 32 scan transits from 11:42 UT on 2017 November 17 to 11:35 on November 19, we obtained the source position at (R.A., Dec) = (247.563 deg, -27.547 deg) = (16 30 15, -27 32 49) (J2000) with a statistical 90% C.L.",1.0
43,11173,"We also obtained the source position using 2-4 keV data at (R.A., Dec) = (247.860 deg, -27.406 deg) = (16 31 26, -27 24 21) (J2000) with a statistical 90% C.L.",1.0
44,11177,Date | Source | Disc Mag | z | Type | Phase | Notes AT2018gv | SN2018gv | 08 05 34.60 | -11 26 16.2 | 20180115 | IAU TNS | 16.5 | 0.0053 | Ia | <-10 | (1) (1) Discovered by Koichi Itagaki In NGC 2525.,2.0
45,11178,"Mag Offset from Host ("") <a href= >ASASSN-18ae</a> (AT 2018br) 03:07:52.532 -45:44:22.74 0.062810 2018-01-06.06 ~18.0 -19.2 7.51 <a href= >ASASSN-18af</a> (AT 2018bs) 03:23:20.738 -22:07:00.67 Unk 2018-01-09.09 ~18.0 --- 6.21 <a href= >ASASSN-18ag</a> (AT 2018ds) 14:48:53.568 38:46:03.70 0.031610 2018-01-09.46 ~16.9 -18.8 4.12 <a href= >ASASSN-18ah</a> (AT 2017jfb) 05:28:51.202 -35:44:35.26 Unk 2018-01-09.14 ~17.6 --- 6.02 <a href= >ASASSN-18aj</a> (AT 2018dx) 09:16:12.286 39:03:42.78 Unk 2018-01-10.21 ~17.3 --- 0.98 <a href= >ASASSN-18al</a> (AT 2018ep) 11:22:40.763 12:01:31.66 0.039841 2018-01-12.39 ~17.1 -19.2 3.22 <a href= >ASASSN-18am</a> (AT 2018gk) 16:35:53.908 40:01:58.31 0.031009 2018-01-13.64 ~16.6 -19.0 8.56 <a href= >ASASSN-18an</a> (AT 2018gl) 09:58:06.110 10:21:33.61 0.017906 2018-01-13.57 ~16.8 -17.8 12.4 <a href= >ASASSN-18ao</a> (AT 2018gm) 10:21:19.150 20:54:37.33 Unk 2018-01-14.32 ~18.1 --- 0.76 <a href= >ASASSN-18ap</a> (AT 2018gn) 01:46:42.385 32:30:27.18 0.037503 2018-01-14.12 ~17.7 -18.4 1.77 Follow-up observations are encouraged.",2.0
46,11181,"Survey Name | IAI Name | Discovery date (UT) | Discovery mag | Observation (UT) | Type | z | Notes| ASAS-SN18ao | SN2018gm | 2018-01-14 07:40:48 | 18 |2018–01-16 23:18:00 | Ia | 0.058 | (1) | (1) According to the classification reported in Atel #11180, the best match of ASAS-SN18ao is with Type Ia SNe around maximum light.",2.0
47,11182,"The slew position is RA: 05h36m29.4s, DEC: -67d59m40s with a 1-sigma error circle of 8 arcseconds, lying at 7 arcseconds from the XMM-Newton serendipitous catalogue source, 3XMM J053630.3-675935, which with a flux Fx~1.1E-14 ergs/s/cm2 (2012-03-24), is a factor ~200 fainter than the slew measurement.",1.0
48,11182,"Assuming that 3XMM J053630.3-675935 is the counterpart then the best available position is RA: 05h36m30.35s, DEC: -67d59m35.9s with an error of ~2 arcseconds.",1.0
49,11185,"The reported coordinates are consistent with those of a bright (I = 15.04 mag), red (V-I = 3.07 mag) star OGLE-LMC173.6.14223 (R.A. = 05:36:30.20, Decl.= -67:59:37.0, J2000.0).",1.0
50,11189,"The Large Area Telescope (LAT), one of two instruments on the Fermi Gamma-ray Space Telescope, has observed an intense gamma-ray flare from a source positionally consistent with the flat spectrum radio quasar 3C 279, also known as 3FGL J1256.1-0547 (Acero et al.2015, ApJS, 218, 23), with radio coordinates R.A.: 12h56m11.1665s, Dec: -05d47m21.523s (J2000.0; Johnston et al.1995, AJ, 110, 880).",1.0
51,11192,Date | Source | Disc Mag | z | Type | Phase | Notes ATLAS17nzb | AT2017jis | 00 41 07.10 | -09 26 52.6 | 20171209 | ATLAS | 18.9 | 0.047 | galaxy | | (1) ATLAS17nqh | SN2017ixl | 00 57 24.55 | -00 46 03.9 | 20171209 | ATLAS | 18.9 | 0.05 | Ia | >+20 | (2) ATLAS18eaa | SN2018dv | 02 32 01.03 | +08 35 16.1 | 20180105 | ATLAS | 18.7 | 0.031 | Ia | at max | OGLE18be | SN2018be | 01 08 49.00 | -76 42 47.5 | 20180106 | OGLE | 19.4 | | I | | (3) ASASSN-18ae | SN2018br | 03 07 52.65 | -45 44 25.1 | 20180106 | ASAS-SN | 18.1 | 0.063 | Ia | at max | (1) The spectrum strongly resembles the SDDS DR14 spectrum of the host galaxy SDSS J004107.10-092653.3.<br /> (2) Redshift from SNID.<br /> (3) The spectrum is in fair agreement with strongly reddened Type I SNe (B-V colour excess of 0.5 to 1.0 mag).,2.0
52,11196,"We observed tonight the z=0.5632 (Marziani et al.1996, ApJS, 104, 37) flat-spectrum radio quasar 3C 279 (with FK5 coordinates RA 12 56 11.167 Dec -05 47 21.52 J2000.0) with the 0.3 m telescope at the Astronomical Observatory of the University of Siena.",1.0
53,11197,"Taking into account the positional uncertainty of the catalogued source RA=05:36:30.35, Dec=-67:59:35.9 (with an error of ~2 arcsec), #ATel11185 reported the observed OGLE counterpart.",1.0
54,11202,"We report the optical photometric observations of the recent flaring state of 3C 279 (see ATels #11189, #11190, #11196), a flat-spectrum radio quasar with RA and Dec 12:56:11.67 and -05:47:21.52 in J2000.0, respectively.",1.0
55,11204,Phase AT2017iya | 23:00:54.34 | +08:43:27.2 | 20180105 | 20171212 | ATLAS | 19.2 | 0.06 | Ia | ~5-10 d AT2017jnb | 07:55:28.35 | +31:03:05.9 | 20180105 | 20171225 | PSST | 20.6 | 0.16 | Ia | ~max AT2017jlz | 12:19:51.32 | +07:34:16.3 | 20180106 | 20171228 | PSST | 18.3 | 0.06 | Ia | ~3-7 d AT2017izn | 01:53:31.36 | +39:49:19.1 | 20180108 | 20171215 | Gaia | 18.5 | 0.09 | Ia | ~15-20 d AT2017iyp | 00:50:25.23 | +52:17:52.1 | 20180108 | 20171213 | Gaia | 18.5 | 0.04 | Ia | ~25-30 d AT2017jbp | 08:57:17.68 | +63:32:46.8 | 20180108 | 20171207 | PSST | 20.6 | 0.14 | Ia | ~25-30 d AT2018dt | 08:53:22.17 | +48:59:44.4 | 20180112 | 20180108 | TNTS | 18.6 | 0.08 | Ia | ~3-6 d We thank the FAST observers Michael Calkins and Perry Berlind.,2.0
56,11207,"DLT18a/AT 2018is is located at RA: 13:16:57.35 Dec: -16:37:04.43, (-21.42, +56.17 arcsec offset from the center of the host galaxy NGC5054).",1.0
57,11223,"Observations by the VERITAS collaboration and with the Swift XRT show the TeV and X-ray emission of the gamma-ray binary HESS J0632+057 (RA 06h32m59.26s, Dec +05d48m01.2s, J2000.0) are comparable to the highest ever observed from this object.",1.0
58,11225,"Variable, Gamma-Ray Burst, Quasar, Supernovae, Transient, Variables MASTER OT J002844.97+233329.3 discovery - OT during GRB180113B (IPN) inspection During GRB180113B (IPN triangulation) inspection (<a href="" "">Svinkin et al.GCN #22354</a>, <a href="" "">IPN map</a> ) MASTER-Kislovodsk auto-detection system ( <A HREF="" "">Lipunov et al., ""MASTER Global Robotic Net"", Advances in Astronomy, 2010, 30L</A> ) discovered OT source at (RA, Dec) = 00h 28m 44.97s +23d 33m 29.3s on 2018-01-14.64970 UT.",1.0
59,11225,The OT unfiltered magnitude is 19.3m (limit 19.8m) The OT is seen in 2 images (MASTER IPN inspection mode) at 2018-01-14 15:35:34UT +180s exposition 2018-01-14 15:51:47UT +180s exposition There is no minor planet at this place.,0.0
60,11225,"The discovery and reference images are available at:   MASTER OT J141021.86+391928.4 discovery - PSN during Fermi/Maxi long GRB180116A inspection During Fermi trigger <a href="" "">inspection</a> (Stanbro et al.GCN #22356, also publishied as MAXI/GSC GRB, see Kawai et al.GCN #22347) MASTER-Kislovodsk auto-detection system discovered optical transient - possible supernova - at (RA, Dec) = 03h 00m 57.16s -66d 25m 23.1s on 2018-01-11.89176 UT.",1.0
